class,cap-color,bruises?,gill-spacing,gill-color,stalk-shape,stalk-color-above-ring,stalk-color-below-ring,veil-color,ring-number,spore-print-color,habitat
p,n,t,c,w,e,w,w,w,o,n,g
e,n,f,w,k,t,w,w,w,o,n,g
e,n,f,w,n,t,w,w,w,o,k,g
e,e,t,c,u,t,g,w,w,o,k,d
e,n,f,w,k,t,w,w,w,o,k,g
e,w,f,w,k,t,w,w,w,o,n,g
e,g,f,w,p,t,w,w,w,o,n,g
e,w,f,w,h,t,w,w,w,o,k,g
e,y,t,w,n,t,w,w,w,o,n,d
e,w,t,w,n,t,w,w,w,o,n,d
e,n,f,w,p,t,w,w,w,o,n,g
e,n,t,c,u,t,w,w,w,o,n,d
e,g,t,c,n,t,g,p,w,o,k,d
e,n,t,c,u,t,w,g,w,o,n,d
e,n,f,w,k,t,w,w,w,o,k,g
e,g,t,c,u,t,w,w,w,o,n,d
e,n,t,c,n,t,p,p,w,o,k,d
e,g,f,w,p,t,w,w,w,o,k,g
e,n,t,c,n,t,w,p,w,o,n,d
e,n,f,w,h,t,w,w,w,o,k,g
e,w,t,c,k,e,w,w,w,o,k,m
e,e,t,c,u,t,w,p,w,o,k,d
e,n,f,w,h,t,w,w,w,o,n,g
e,e,t,c,w,t,p,p,w,o,k,d
e,n,t,c,p,t,g,g,w,o,k,d
e,g,t,c,u,t,p,g,w,o,k,d
e,g,f,w,p,t,w,w,w,o,n,g
e,n,f,w,k,t,w,w,w,o,k,g
e,g,f,w,p,t,w,w,w,o,n,g
e,g,f,w,n,t,w,w,w,o,k,g
e,e,t,c,w,t,w,p,w,o,k,d
e,g,t,c,w,t,p,w,w,o,n,d
e,n,t,c,n,t,p,w,w,o,k,d
e,n,f,w,k,t,w,w,w,o,n,g
e,n,f,w,n,t,w,w,w,o,n,g
e,w,f,w,n,t,w,w,w,o,k,g
e,y,t,c,p,e,w,w,w,o,n,p
e,e,t,c,u,t,w,p,w,o,n,d
e,n,f,w,h,t,w,w,w,o,k,g
e,n,t,c,p,t,w,g,w,o,k,d
e,g,t,c,n,t,w,p,w,o,n,d
e,w,f,w,k,t,w,w,w,o,n,g
e,w,t,c,k,e,w,w,w,o,k,m
e,n,f,w,p,t,w,w,w,o,n,g
e,w,f,w,p,t,w,w,w,o,n,g
e,n,t,c,u,t,g,w,w,o,n,d
e,w,f,w,k,t,w,w,w,o,k,g
e,g,t,c,u,t,g,p,w,o,n,d
e,n,t,c,p,t,w,g,w,o,n,d
e,w,f,w,p,t,w,w,w,o,n,g
e,w,t,c,n,e,w,w,w,o,k,m
e,g,f,w,n,t,w,w,w,o,n,g
p,n,t,c,n,e,w,w,w,o,n,g
e,g,f,w,p,t,w,w,w,o,n,g
e,n,t,c,n,t,p,w,w,o,n,d
e,w,f,w,n,t,w,w,w,o,n,g
e,n,t,c,u,t,p,w,w,o,k,d
e,e,t,c,p,t,p,p,w,o,n,d
p,n,t,c,n,e,w,w,w,o,k,u
e,g,f,w,p,t,w,w,w,o,n,g
e,g,t,c,n,t,w,g,w,o,k,d
e,g,t,c,n,t,g,p,w,o,k,d
e,g,t,c,n,t,w,g,w,o,k,d
e,g,t,c,w,t,p,p,w,o,n,d
e,n,t,c,u,t,p,g,w,o,k,d
p,w,t,c,p,e,w,w,w,o,n,u
e,y,t,c,k,e,w,w,w,o,k,m
e,n,t,c,n,t,p,p,w,o,n,d
e,n,t,c,w,t,w,w,w,o,n,d
e,g,f,w,n,t,w,w,w,o,n,g
e,e,t,c,u,t,w,p,w,o,n,d
e,g,f,w,k,t,w,w,w,o,n,g
e,w,f,w,p,t,w,w,w,o,n,g
e,n,t,c,n,t,g,g,w,o,n,d
e,n,t,c,u,t,w,p,w,o,n,d
e,g,f,w,n,t,w,w,w,o,k,g
e,g,f,w,n,t,w,w,w,o,k,g
e,n,f,w,h,t,w,w,w,o,n,g
e,g,t,c,p,t,g,w,w,o,k,d
e,e,t,c,n,t,p,g,w,o,n,d
p,n,t,c,p,e,w,w,w,o,k,u
e,g,t,c,p,t,g,g,w,o,k,d
e,w,f,w,k,t,w,w,w,o,n,g
e,w,t,c,g,e,w,w,w,o,n,m
e,w,f,w,h,t,w,w,w,o,n,g
e,n,f,w,k,t,w,w,w,o,k,g
e,g,t,c,p,t,g,w,w,o,k,d
e,g,t,c,n,t,w,w,w,o,n,d
e,g,f,w,p,t,w,w,w,o,k,g
p,w,t,c,n,e,w,w,w,o,k,g
e,n,f,w,k,t,w,w,w,o,n,g
e,g,t,c,p,t,w,g,w,o,k,d
e,g,t,c,p,t,w,w,w,o,n,d
e,n,t,c,w,t,p,w,w,o,n,d
e,e,t,c,p,t,p,g,w,o,n,d
e,n,t,c,w,t,g,p,w,o,n,d
e,e,t,c,u,t,g,g,w,o,k,d
e,n,t,c,p,t,w,w,w,o,n,d
e,e,t,c,u,t,p,p,w,o,k,d
e,g,t,c,w,t,p,w,w,o,k,d
e,g,t,c,p,t,w,w,w,o,k,d
e,e,t,c,w,t,g,w,w,o,k,d
e,e,t,c,u,t,g,p,w,o,n,d
p,w,t,c,w,e,w,w,w,o,n,g
e,e,t,c,n,t,p,g,w,o,n,d
e,g,t,c,p,t,w,w,w,o,k,d
e,n,t,c,p,t,g,g,w,o,n,d
e,e,t,c,w,t,w,g,w,o,k,d
e,g,t,c,n,t,g,p,w,o,k,d
e,g,t,c,n,t,p,p,w,o,k,d
e,g,t,c,u,t,g,w,w,o,k,d
e,e,t,c,p,t,w,w,w,o,n,d
e,e,t,c,n,t,w,w,w,o,n,d
e,n,t,c,p,t,g,p,w,o,k,d
e,n,t,c,u,t,w,p,w,o,k,d
e,g,t,c,w,t,p,p,w,o,k,d
e,e,t,c,u,t,p,g,w,o,n,d
e,g,t,c,p,t,g,g,w,o,n,d
e,g,t,c,n,t,w,p,w,o,k,d
p,g,f,c,p,e,b,b,w,o,h,g
p,w,t,c,p,e,w,w,w,o,k,g
e,e,t,c,n,t,p,w,w,o,k,d
e,w,f,w,h,t,w,w,w,o,n,g
e,n,t,c,u,t,g,w,w,o,n,d
e,n,t,c,n,t,g,w,w,o,n,d
e,n,t,c,w,t,p,g,w,o,n,d
e,g,t,c,u,t,p,w,w,o,n,d
e,g,t,c,w,t,g,w,w,o,n,d
e,e,t,c,u,t,w,p,w,o,k,d
e,n,t,c,n,t,w,g,w,o,n,d
e,g,t,c,w,t,p,g,w,o,k,d
e,e,t,c,w,t,p,w,w,o,k,d
e,e,t,c,u,t,w,g,w,o,k,d
e,n,t,c,p,t,p,w,w,o,n,d
e,e,t,c,n,t,w,w,w,o,k,d
e,n,t,c,p,t,w,g,w,o,n,d
e,n,t,c,n,t,p,w,w,o,k,d
e,n,t,c,n,t,g,g,w,o,n,d
p,n,t,c,n,e,w,w,w,o,n,u
e,e,t,c,u,t,w,w,w,o,n,d
p,w,t,c,w,e,w,w,w,o,k,g
e,e,t,c,u,t,g,p,w,o,k,d
e,n,t,c,p,t,g,g,w,o,k,d
e,n,t,c,u,t,p,g,w,o,n,d
e,e,t,c,p,t,w,g,w,o,n,d
e,e,t,c,n,t,w,g,w,o,n,d
e,g,t,c,p,t,g,p,w,o,n,d
e,n,t,c,n,t,p,g,w,o,n,d
e,n,t,c,u,t,w,g,w,o,n,d
e,n,t,c,w,t,p,p,w,o,n,d
e,e,t,c,u,t,w,g,w,o,k,d
e,n,t,c,u,t,w,g,w,o,k,d
e,e,t,c,p,t,g,w,w,o,n,d
e,g,t,c,p,t,g,p,w,o,k,d
e,n,t,c,u,t,w,p,w,o,k,d
e,n,t,c,u,t,w,p,w,o,n,d
e,e,t,c,n,t,w,p,w,o,n,d
e,e,t,c,w,t,p,w,w,o,n,d
e,g,t,c,p,t,p,g,w,o,k,d
e,g,t,c,n,t,g,g,w,o,k,d
e,e,t,c,p,t,p,g,w,o,n,d
e,g,t,c,p,t,g,p,w,o,k,d
e,g,t,c,n,t,g,g,w,o,n,d
e,g,t,c,n,t,g,g,w,o,n,d
e,g,t,c,n,t,g,w,w,o,k,d
e,e,t,c,n,t,w,g,w,o,n,d
e,n,t,c,p,t,w,p,w,o,k,d
e,n,t,c,w,t,g,w,w,o,k,d
e,e,t,c,p,t,w,w,w,o,n,d
p,g,f,c,p,e,n,p,w,o,h,d
e,g,t,c,u,t,p,w,w,o,k,d
e,e,t,c,w,t,p,g,w,o,n,d
e,n,t,c,u,t,g,p,w,o,n,d
e,n,t,c,p,t,g,w,w,o,n,d
e,e,t,c,w,t,g,p,w,o,k,d
e,n,t,c,p,t,g,g,w,o,k,d
e,n,t,c,p,t,w,g,w,o,k,d
e,g,t,c,p,t,w,p,w,o,k,d
e,e,t,c,n,t,p,w,w,o,k,d
e,g,t,c,w,t,g,p,w,o,k,d
e,g,t,c,u,t,g,w,w,o,n,d
e,n,t,c,u,t,p,w,w,o,k,d
e,g,t,c,w,t,w,g,w,o,k,d
e,g,f,w,k,t,w,w,w,o,n,g
e,e,t,c,u,t,p,g,w,o,k,d
e,g,t,c,p,t,p,g,w,o,k,d
e,e,t,c,n,t,g,w,w,o,n,d
e,g,t,c,n,t,g,p,w,o,k,d
e,g,t,c,u,t,w,p,w,o,k,d
e,g,t,c,n,t,p,p,w,o,n,d
e,g,t,c,p,t,w,p,w,o,n,d
e,w,f,w,p,t,w,w,w,o,n,g
e,n,t,c,w,t,g,w,w,o,n,d
e,n,t,c,w,t,p,p,w,o,k,d
e,g,t,c,p,t,g,g,w,o,k,d
e,g,t,c,w,t,w,w,w,o,k,d
e,e,t,c,u,t,w,w,w,o,n,d
e,e,t,c,u,t,g,p,w,o,k,d
e,n,t,c,w,t,g,p,w,o,k,d
e,g,t,c,w,t,w,w,w,o,k,d
e,g,t,c,w,t,p,p,w,o,n,d
p,p,f,w,g,e,w,w,w,o,n,d
e,n,t,c,p,t,g,p,w,o,n,d
e,g,t,c,n,t,p,w,w,o,k,d
e,e,t,c,p,t,w,p,w,o,k,d
e,n,t,c,p,t,p,w,w,o,n,d
e,n,t,c,w,t,w,g,w,o,n,d
e,g,t,c,w,t,g,w,w,o,n,d
e,n,t,c,p,t,g,w,w,o,n,d
e,n,t,c,n,t,p,w,w,o,k,d
e,n,t,c,w,t,p,w,w,o,k,d
e,e,t,c,w,t,p,w,w,o,n,d
e,g,t,c,p,t,w,p,w,o,k,d
e,e,t,c,n,t,w,w,w,o,n,d
e,e,t,c,u,t,g,g,w,o,n,d
e,n,t,c,w,t,p,g,w,o,n,d
e,e,t,c,p,t,w,p,w,o,k,d
e,e,t,c,n,t,p,p,w,o,n,d
e,w,f,w,k,t,w,w,w,o,n,g
e,g,t,c,p,t,g,g,w,o,k,d
e,e,t,c,p,t,g,w,w,o,k,d
e,g,t,c,p,t,p,w,w,o,n,d
e,e,t,c,w,t,w,p,w,o,k,d
e,g,t,c,p,t,w,w,w,o,n,d
e,e,t,c,p,t,w,g,w,o,n,d
e,g,t,c,p,t,p,g,w,o,k,d
e,e,t,c,p,t,p,w,w,o,k,d
e,g,t,c,p,t,w,g,w,o,n,d
e,g,f,w,h,t,w,w,w,o,k,g
p,g,f,c,g,e,b,p,w,o,h,p
e,e,t,c,p,t,g,w,w,o,k,d
e,e,t,c,w,t,w,g,w,o,n,d
p,w,t,c,w,e,w,w,w,o,k,g
e,n,t,c,u,t,w,w,w,o,k,d
e,e,t,c,n,t,p,w,w,o,n,d
e,e,t,c,n,t,p,g,w,o,k,d
e,g,t,c,n,t,g,w,w,o,k,d
e,g,t,c,p,t,g,p,w,o,n,d
e,g,f,w,n,t,w,w,w,o,n,g
e,n,t,c,u,t,g,w,w,o,n,d
e,e,t,c,n,t,g,w,w,o,k,d
e,g,t,c,u,t,g,g,w,o,n,d
e,n,t,c,w,t,g,p,w,o,k,d
e,g,f,w,h,t,w,w,w,o,n,g
e,g,t,c,p,t,p,w,w,o,n,d
e,n,t,c,w,t,w,w,w,o,k,d
e,g,t,c,p,t,p,p,w,o,k,d
e,n,t,c,u,t,w,w,w,o,n,d
e,g,t,c,w,t,p,g,w,o,n,d
e,e,t,c,u,t,p,w,w,o,n,d
e,n,t,c,n,t,p,p,w,o,n,d
e,g,f,w,n,t,w,w,w,o,n,g
e,n,t,c,w,t,w,p,w,o,k,d
e,n,t,c,n,t,w,g,w,o,k,d
e,e,t,c,w,t,p,p,w,o,n,d
e,e,t,c,w,t,p,g,w,o,k,d
e,n,t,c,n,t,p,w,w,o,k,d
e,w,f,w,h,t,w,w,w,o,k,g
e,n,t,c,p,t,g,g,w,o,n,d
e,e,t,c,p,t,w,w,w,o,k,d
e,g,t,c,p,t,p,g,w,o,n,d
e,g,t,c,n,t,p,w,w,o,n,d
e,n,f,w,n,t,w,w,w,o,k,g
e,g,t,c,n,t,w,p,w,o,k,d
e,e,t,c,u,t,g,w,w,o,k,d
e,g,t,c,n,t,w,g,w,o,k,d
e,n,t,c,u,t,w,p,w,o,n,d
e,e,t,c,u,t,p,g,w,o,k,d
e,n,t,c,w,t,w,p,w,o,n,d
e,g,t,c,n,t,w,w,w,o,n,d
e,g,t,c,w,t,g,w,w,o,n,d
e,n,t,c,p,t,p,g,w,o,k,d
e,n,t,c,u,t,p,g,w,o,n,d
e,e,t,c,p,t,w,g,w,o,n,d
e,g,t,c,n,t,w,g,w,o,k,d
e,n,t,c,p,t,w,p,w,o,k,d
p,p,f,w,n,e,w,w,w,o,k,d
e,g,t,c,w,t,g,w,w,o,k,d
e,n,t,c,p,t,w,g,w,o,n,d
p,n,t,c,p,e,w,w,w,o,k,u
e,n,t,c,u,t,w,g,w,o,k,d
e,g,t,c,u,t,g,g,w,o,k,d
e,e,t,c,n,t,g,g,w,o,k,d
e,e,t,c,n,t,p,w,w,o,n,d
e,e,t,c,p,t,w,g,w,o,k,d
e,g,t,c,p,t,p,g,w,o,n,d
e,w,f,w,n,t,w,w,w,o,k,g
e,g,t,c,p,t,w,p,w,o,n,d
e,n,f,w,p,t,w,w,w,o,n,g
e,n,t,c,w,t,g,p,w,o,n,d
e,g,t,c,p,t,p,p,w,o,k,d
e,e,t,c,p,t,w,p,w,o,n,d
e,n,t,c,u,t,g,p,w,o,k,d
e,g,t,c,w,t,p,w,w,o,n,d
e,g,t,c,w,t,p,w,w,o,k,d
e,g,t,c,w,t,p,g,w,o,k,d
e,g,t,c,n,t,p,p,w,o,n,d
e,g,t,c,p,t,g,g,w,o,n,d
e,e,t,c,p,t,w,w,w,o,k,d
e,e,t,c,n,t,g,w,w,o,k,d
e,n,t,c,w,t,p,w,w,o,n,d
e,n,t,c,w,t,p,p,w,o,n,d
e,n,t,c,n,t,g,g,w,o,k,d
e,n,t,c,p,t,p,p,w,o,n,d
e,g,t,c,u,t,p,p,w,o,n,d
e,e,t,c,w,t,w,g,w,o,k,d
e,n,t,c,w,t,p,g,w,o,k,d
e,e,t,c,p,t,w,w,w,o,k,d
e,n,t,c,w,t,w,p,w,o,k,d
e,g,t,c,p,t,w,w,w,o,k,d
e,n,t,c,n,t,p,w,w,o,n,d
e,g,t,c,w,t,g,p,w,o,k,d
e,e,t,c,w,t,p,p,w,o,k,d
e,n,t,c,p,t,w,g,w,o,k,d
e,g,t,c,w,t,w,p,w,o,k,d
e,e,t,c,u,t,w,g,w,o,n,d
e,n,t,c,u,t,p,p,w,o,k,d
e,n,t,c,w,t,g,w,w,o,n,d
e,g,t,c,u,t,p,p,w,o,n,d
e,n,t,c,w,t,p,w,w,o,k,d
e,e,t,c,w,t,p,w,w,o,k,d
e,n,t,c,w,t,p,g,w,o,k,d
e,n,t,c,w,t,g,p,w,o,k,d
e,n,t,c,n,t,w,p,w,o,k,d
e,e,t,c,u,t,w,g,w,o,n,d
e,e,t,c,u,t,p,g,w,o,n,d
e,g,t,c,w,t,g,g,w,o,n,d
e,g,t,c,p,t,w,p,w,o,n,d
e,e,t,c,u,t,w,p,w,o,n,d
e,n,t,c,w,t,w,g,w,o,n,d
e,e,t,c,n,t,p,p,w,o,n,d
e,g,t,c,u,t,p,w,w,o,n,d
e,g,t,c,u,t,w,p,w,o,k,d
e,e,t,c,u,t,p,w,w,o,n,d
e,n,t,c,w,t,w,w,w,o,n,d
e,n,t,c,p,t,p,p,w,o,n,d
e,g,t,c,u,t,g,p,w,o,k,d
e,w,f,w,h,t,w,w,w,o,n,g
e,g,t,c,w,t,g,g,w,o,n,d
e,g,f,w,n,t,w,w,w,o,n,g
e,n,t,c,u,t,g,w,w,o,n,d
e,e,t,c,w,t,w,w,w,o,k,d
p,w,t,c,w,e,w,w,w,o,n,u
e,g,t,c,n,t,w,g,w,o,k,d
e,n,t,c,w,t,w,w,w,o,k,d
e,g,t,c,w,t,g,g,w,o,n,d
e,e,t,c,n,t,p,g,w,o,k,d
e,g,t,c,n,t,g,w,w,o,k,d
e,n,t,c,p,t,p,g,w,o,n,d
e,e,t,c,n,t,p,w,w,o,k,d
e,n,t,c,n,t,p,g,w,o,n,d
e,n,t,c,n,t,w,w,w,o,n,d
e,n,t,c,p,t,g,w,w,o,k,d
e,g,t,c,u,t,g,p,w,o,k,d
e,n,t,c,n,t,w,p,w,o,k,d
e,e,t,c,w,t,w,g,w,o,k,d
e,n,t,c,p,t,p,g,w,o,k,d
e,e,t,c,n,t,w,w,w,o,k,d
e,w,f,w,k,t,w,w,w,o,n,g
e,n,t,c,n,t,g,w,w,o,k,d
e,g,t,c,w,t,g,g,w,o,k,d
e,n,t,c,w,t,p,w,w,o,k,d
e,e,t,c,p,t,g,g,w,o,n,d
e,n,t,c,n,t,g,p,w,o,k,d
e,n,t,c,u,t,w,p,w,o,n,d
e,n,t,c,p,t,w,g,w,o,n,d
p,w,t,c,w,e,w,w,w,o,n,u
e,g,t,c,w,t,g,g,w,o,k,d
e,w,f,w,k,t,w,w,w,o,k,g
e,g,f,w,p,t,w,w,w,o,n,g
e,g,t,c,p,t,p,g,w,o,k,d
e,n,t,c,n,t,p,g,w,o,k,d
e,e,t,c,n,t,g,g,w,o,k,d
e,g,t,c,n,t,p,g,w,o,k,d
e,n,t,c,u,t,w,g,w,o,k,d
e,n,t,c,w,t,p,p,w,o,n,d
p,g,f,c,h,e,n,n,w,o,h,d
e,e,t,c,w,t,g,g,w,o,k,d
e,n,f,w,h,t,w,w,w,o,k,g
p,w,t,c,n,e,w,w,w,o,n,g
e,g,t,c,p,t,p,p,w,o,n,d
e,n,t,c,n,t,w,w,w,o,n,d
e,n,t,c,p,t,g,p,w,o,k,d
e,g,t,c,u,t,p,w,w,o,k,d
e,g,t,c,w,t,p,p,w,o,k,d
e,n,t,c,u,t,p,p,w,o,n,d
e,n,t,c,u,t,g,w,w,o,k,d
e,g,t,c,u,t,w,g,w,o,k,d
e,g,t,c,n,t,g,p,w,o,n,d
e,e,t,c,u,t,g,g,w,o,n,d
e,e,t,c,n,t,w,w,w,o,k,d
p,w,t,c,n,e,w,w,w,o,k,g
e,g,t,c,n,t,w,w,w,o,k,d
e,g,t,c,p,t,g,p,w,o,k,d
e,e,t,c,w,t,w,p,w,o,k,d
e,g,t,c,p,t,p,p,w,o,k,d
e,n,t,c,w,t,w,w,w,o,n,d
e,e,t,c,w,t,g,w,w,o,n,d
e,e,t,c,w,t,w,w,w,o,n,d
e,e,t,c,w,t,g,w,w,o,k,d
e,g,t,c,n,t,p,g,w,o,n,d
e,g,t,c,p,t,w,w,w,o,k,d
e,n,t,c,p,t,w,p,w,o,n,d
e,n,t,c,p,t,p,p,w,o,n,d
e,g,t,c,n,t,p,p,w,o,k,d
e,g,t,c,u,t,p,p,w,o,n,d
e,n,t,c,p,t,p,p,w,o,k,d
e,n,t,c,w,t,g,p,w,o,n,d
e,n,t,c,u,t,g,w,w,o,k,d
e,n,t,c,p,t,p,g,w,o,k,d
e,n,t,c,p,t,p,g,w,o,k,d
e,n,t,c,u,t,p,g,w,o,n,d
e,n,t,c,p,t,g,w,w,o,n,d
e,n,t,c,p,t,g,p,w,o,k,d
e,g,t,c,n,t,p,p,w,o,n,d
e,e,t,c,u,t,w,w,w,o,n,d
e,n,t,c,p,t,g,g,w,o,n,d
p,p,f,c,g,e,w,w,w,o,k,d
e,e,t,c,u,t,p,p,w,o,n,d
e,n,t,c,w,t,p,g,w,o,k,d
e,n,t,c,w,t,p,p,w,o,k,d
e,e,t,c,u,t,p,g,w,o,n,d
e,e,t,c,n,t,w,g,w,o,k,d
e,g,t,c,w,t,w,g,w,o,n,d
e,g,t,c,n,t,p,w,w,o,n,d
e,g,t,c,p,t,g,w,w,o,k,d
e,g,t,c,u,t,p,g,w,o,n,d
e,g,t,c,p,t,w,g,w,o,n,d
e,e,t,c,u,t,w,g,w,o,n,d
e,n,t,c,p,t,p,g,w,o,k,d
e,e,t,c,u,t,g,w,w,o,k,d
e,g,t,c,u,t,w,w,w,o,n,d
e,g,t,c,w,t,p,p,w,o,k,d
e,g,t,c,n,t,p,w,w,o,k,d
p,g,f,c,h,e,b,b,w,o,h,g
e,n,t,c,u,t,w,p,w,o,k,d
e,e,t,c,p,t,g,p,w,o,n,d
e,n,t,c,w,t,p,g,w,o,k,d
e,n,t,c,p,t,w,w,w,o,n,d
e,n,t,c,p,t,p,w,w,o,k,d
e,g,t,c,n,t,w,w,w,o,k,d
e,g,t,c,p,t,p,w,w,o,n,d
e,g,t,c,w,t,p,p,w,o,n,d
e,g,f,w,k,t,w,w,w,o,n,g
e,g,t,c,n,t,w,w,w,o,k,d
e,e,t,c,p,t,w,p,w,o,k,d
e,n,t,c,p,t,p,p,w,o,k,d
e,e,t,c,n,t,g,w,w,o,n,d
e,g,t,c,p,t,w,w,w,o,n,d
e,n,t,c,p,t,g,g,w,o,k,d
e,e,t,c,w,t,w,p,w,o,n,d
e,n,t,c,w,t,w,p,w,o,k,d
e,g,t,c,p,t,w,w,w,o,k,d
e,g,t,c,n,t,g,w,w,o,k,d
e,g,t,c,u,t,w,p,w,o,k,d
e,n,t,c,u,t,p,w,w,o,n,d
e,g,t,c,p,t,g,g,w,o,k,d
e,n,t,c,p,t,g,p,w,o,n,d
e,e,t,c,p,t,p,w,w,o,k,d
e,n,t,c,u,t,p,p,w,o,k,d
e,g,t,c,w,t,g,p,w,o,k,d
e,g,t,c,p,t,w,g,w,o,k,d
e,g,t,c,p,t,w,g,w,o,n,d
e,n,t,c,w,t,g,g,w,o,k,d
e,g,t,c,w,t,p,w,w,o,n,d
e,g,t,c,p,t,w,p,w,o,n,d
e,e,t,c,n,t,w,p,w,o,n,d
e,n,t,c,w,t,p,g,w,o,k,d
e,g,t,c,u,t,w,g,w,o,k,d
p,n,t,c,k,e,w,w,w,o,k,u
e,g,f,w,n,t,w,w,w,o,n,g
e,g,t,c,u,t,g,p,w,o,k,d
e,e,t,c,n,t,w,g,w,o,k,d
p,p,f,w,u,e,w,w,w,o,n,d
e,n,t,c,w,t,p,p,w,o,k,d
e,e,t,c,p,t,w,g,w,o,k,d
e,n,t,c,p,t,w,w,w,o,n,d
e,e,t,c,u,t,p,g,w,o,k,d
e,w,f,w,k,t,w,w,w,o,n,g
e,g,t,c,p,t,g,p,w,o,n,d
e,g,t,c,n,t,g,p,w,o,n,d
e,g,t,c,n,t,p,p,w,o,n,d
e,e,t,c,n,t,g,w,w,o,n,d
e,g,t,c,n,t,p,w,w,o,k,d
e,g,t,c,w,t,w,p,w,o,n,d
e,e,t,c,p,t,g,p,w,o,k,d
p,w,t,c,p,e,w,w,w,o,n,u
e,n,t,c,u,t,w,w,w,o,n,d
e,e,t,c,w,t,g,w,w,o,k,d
e,e,t,c,n,t,p,p,w,o,n,d
e,g,t,c,p,t,w,g,w,o,k,d
e,w,f,w,h,t,w,w,w,o,k,g
e,n,f,w,k,t,w,w,w,o,n,g
e,n,t,c,w,t,p,p,w,o,k,d
e,n,t,c,n,t,p,g,w,o,n,d
e,e,t,c,p,t,w,g,w,o,n,d
e,e,t,c,u,t,p,p,w,o,n,d
e,e,t,c,p,t,p,w,w,o,n,d
e,n,t,c,w,t,w,p,w,o,k,d
e,g,t,c,w,t,w,w,w,o,k,d
e,n,t,c,w,t,w,g,w,o,k,d
e,e,t,c,n,t,w,p,w,o,n,d
e,e,t,c,w,t,p,p,w,o,n,d
p,w,f,w,p,e,w,w,w,o,n,d
e,n,t,c,u,t,p,p,w,o,k,d
e,g,t,c,p,t,p,p,w,o,n,d
e,n,t,c,u,t,w,w,w,o,k,d
e,n,t,c,p,t,p,g,w,o,k,d
e,e,t,c,w,t,g,p,w,o,k,d
e,w,f,w,n,t,w,w,w,o,n,g
e,g,t,c,u,t,p,p,w,o,n,d
e,e,t,c,p,t,p,p,w,o,k,d
e,n,t,c,n,t,w,g,w,o,n,d
e,n,t,c,p,t,w,g,w,o,k,d
e,n,t,c,n,t,g,w,w,o,k,d
e,g,t,c,n,t,w,p,w,o,n,d
e,n,t,c,n,t,w,w,w,o,k,d
e,g,t,c,u,t,p,w,w,o,n,d
e,n,t,c,w,t,w,w,w,o,k,d
e,n,t,c,p,t,w,p,w,o,k,d
e,n,t,c,p,t,p,w,w,o,n,d
e,g,t,c,n,t,w,p,w,o,n,d
e,e,t,c,w,t,p,p,w,o,k,d
e,n,t,c,n,t,p,p,w,o,k,d
p,g,f,c,g,e,n,b,w,o,h,p
e,g,t,c,u,t,p,p,w,o,k,d
e,e,t,c,u,t,g,g,w,o,k,d
p,g,f,c,h,e,p,b,w,o,h,d
e,e,t,c,n,t,w,w,w,o,k,d
e,e,t,c,n,t,w,g,w,o,k,d
p,g,f,c,h,e,b,n,w,o,h,d
p,p,f,w,n,e,w,w,w,o,n,d
e,g,t,c,u,t,w,w,w,o,k,d
e,g,t,c,p,t,p,g,w,o,n,d
e,g,t,c,u,t,w,p,w,o,n,d
e,g,t,c,w,t,w,p,w,o,k,d
e,g,t,c,n,t,w,g,w,o,n,d
e,g,t,c,n,t,g,g,w,o,n,d
e,g,t,c,w,t,w,p,w,o,n,d
e,e,t,c,p,t,g,p,w,o,k,d
e,n,t,c,w,t,w,w,w,o,k,d
e,n,t,c,u,t,p,g,w,o,k,d
e,n,t,c,p,t,w,g,w,o,k,d
e,n,t,c,u,t,p,w,w,o,n,d
e,g,t,c,n,t,p,g,w,o,k,d
e,g,t,c,p,t,w,g,w,o,k,d
e,n,t,c,u,t,p,p,w,o,n,d
e,e,t,c,w,t,p,g,w,o,n,d
e,n,t,c,u,t,p,g,w,o,n,d
e,g,t,c,n,t,p,w,w,o,n,d
e,n,t,c,u,t,p,g,w,o,k,d
p,w,f,c,g,e,w,w,w,o,k,d
e,n,t,c,u,t,w,p,w,o,k,d
e,e,t,c,w,t,p,w,w,o,n,d
e,n,t,c,n,t,g,g,w,o,n,d
e,g,t,c,n,t,p,p,w,o,k,d
e,e,t,c,w,t,w,p,w,o,k,d
p,g,f,c,p,e,b,p,w,o,h,d
e,e,t,c,n,t,w,p,w,o,k,d
e,g,t,c,p,t,g,g,w,o,n,d
e,e,t,c,w,t,w,w,w,o,k,d
e,e,t,c,p,t,p,p,w,o,n,d
p,g,f,c,p,e,b,p,w,o,h,g
e,n,t,c,w,t,w,g,w,o,n,d
e,n,t,c,p,t,g,p,w,o,k,d
e,n,t,c,p,t,g,w,w,o,k,d
e,n,t,c,n,t,w,w,w,o,k,d
e,g,t,c,u,t,w,g,w,o,n,d
e,n,t,c,n,t,w,g,w,o,k,d
e,g,t,c,p,t,g,g,w,o,k,d
e,e,t,c,n,t,p,p,w,o,k,d
e,e,t,c,n,t,p,w,w,o,k,d
e,g,t,c,p,t,p,g,w,o,n,d
e,e,t,c,n,t,w,g,w,o,n,d
e,n,t,c,n,t,p,p,w,o,k,d
e,n,t,c,w,t,w,g,w,o,n,d
e,g,t,c,p,t,p,p,w,o,n,d
e,g,t,c,w,t,p,g,w,o,n,d
e,e,t,c,u,t,p,g,w,o,k,d
e,n,t,c,w,t,g,g,w,o,n,d
